first_name,male_count,female_count
Mariah,0,29
Marialyce,0,5
Mariam,0,64
Marian,38,4197
Mariana,0,34
Mariane,0,7
Mariann,0,29
Marianna,0,147
Marianne,0,239
Mariano,62,0
Maribel,0,17
Maribelle,0,13
Marice,0,8
Marie,35,11575
Marieange,0,5
Mariel,0,6
Mariella,0,14
Mariellen,0,9
Marien,0,8
Marienne,0,5
Marieta,0,6
Marietta,0,246
Mariette,0,17
Marigene,0,9
Marigold,0,5
Marijane,0,22
Mariko,0,14
Marilee,0,53
Marilla,0,17
Marillyn,0,25
Marilou,0,31
Marilouise,0,32
Marilu,0,5
Marilyn,5,2860
Marilyne,0,7
Marilynn,0,199
Marilynne,0,15
Marina,0,66
Marine,0,17
Marinel,0,5
Marinelle,0,8
Marino,26,0
Marinus,5,0
Mario,483,0
Marion,1613,6047
Marionette,0,7
Maris,6,5
Marise,0,5
Marita,0,44
Marium,0,6
Marius,8,0
Marjarie,0,10
Marjean,0,35
Marjie,0,34
Marjoria,0,8
Marjorie,20,10069
Marjory,0,283
Mark,672,15
Marko,10,0
Marks,8,0
Markus,11,0
Marl,7,0
Marlan,12,0
Marland,17,0
Marlea,0,5
Marleah,0,5
Marlen,12,0
Marlene,0,73
Marles,0,6
Marleta,0,5
Marley,10,0
Marlin,237,5
Marline,0,12
Marlis,0,5
Marlo,13,0
Marlon,23,0
Marlow,20,0
Marlowe,10,7
Marlyn,50,46
Marlynn,0,6
Marlys,0,84
Marna,0,18
Marnie,0,5
Marolyn,0,9
Maron,6,0
Marquerite,0,19
Marquis,11,0
Marquita,0,9
Marrian,0,7
Marrie,0,14
Marrietta,0,7
Marrion,11,10
Marry,0,30
Marselino,7,0
Marsena,0,5
Marsh,9,0
Marsha,0,23
Marshal,36,0
Marshall,856,0
Marshel,12,0
Marshell,17,0
Marston,7,0
Mart,15,0
Marta,0,46
Martell,6,5
Martena,0,5
Martha,39,9320
Marthella,0,5
Marthena,0,6
Martie,0,12
Martin,2452,15
Martina,0,92
Martine,0,12
Martiniano,5,0
Marton,7,0
Marty,21,9
Marva,0,37
Marveen,0,5
Marvel,19,152
Marvelene,0,5
Marveline,0,6
Marvell,6,7
Marvella,0,21
Marvelle,0,21
Marvelyn,0,6
Marven,9,0
Marvene,0,15
Marvin,4024,40
Marvine,0,23
Marvis,15,43
Marvyn,5,0
Marx,6,0
Mary,224,73534
Maryalice,0,37
Maryalyce,0,6
Maryan,6,21
Maryann,0,335
Maryanna,0,24
Maryanne,0,45
Marybell,0,10
Marybelle,0,61
Marybeth,0,16
Marye,0,33
Maryelizabeth,0,9
Maryella,0,10
Maryellen,0,110
Maryetta,0,26
Maryette,0,5
Maryfrances,0,7
Marygrace,0,5
Maryhelen,0,9
Maryjane,0,195
Maryjayne,0,5
Maryjean,0,10
Maryjo,0,20
Maryl,0,5
Maryland,9,20
Marylee,0,47
Marylene,0,5
Marylin,0,22
Maryln,0,6
Marylou,0,92
Marylouise,0,47
Marylu,0,6
Marylyn,0,43
Marylynn,0,7
Marymargaret,0,5
Marynell,0,7
Maryon,5,19
Maryrose,0,33
Maryruth,0,10
Marzee,0,9
Marzell,0,8
Marzella,0,20
Marzelle,0,7
Marzetta,0,7
Marzie,0,5
Masae,0,10
Masaharu,7,0
Masaichi,14,0
Masaki,5,0
Masako,0,39
Masami,17,0
Masanobu,5,0
Masanori,5,0
Masao,59,0
Masaru,30,0
Masashi,13,0
Masato,25,0
Masaye,0,6
Masayoshi,8,0
Masayuki,5,0
Masel,0,5
Masie,0,9
Mason,119,0
Massey,7,0
Massie,7,9
Masue,0,5
Mat,14,0
Mateo,18,0
Matha,0,9
Mathew,192,0
Mathews,9,0
Mathias,29,0
Mathilda,0,113
Mathilde,0,26
Mathis,5,0
Matias,24,0
Matie,0,7
Matilda,0,531
Matilde,6,46
Matsue,0,8
Matsuko,0,6
Matsuo,7,0
Matsuyo,0,7
Matt,93,0
Matteo,28,0
Matthew,850,0
Matthews,15,0
Matthias,13,0
Mattie,15,2600
Matty,5,0
Mattye,0,15
Maud,0,133
Maude,0,485
Maudean,0,8
Maudeen,0,6
Maudell,0,21
Maudella,0,8
Maudene,0,6
Maudie,0,295
Maudine,0,42
Maudy,0,5
Maura,0,17
Maureen,0,194
Maurene,0,10
Maurice,1714,63
Mauricia,0,5
Mauricio,14,0
Maurilio,5,0
Maurine,0,265
Maurita,0,14
Mauro,24,0
Maury,10,0
Mava,0,9
Mavis,7,581
Max,1397,7
Maxcine,0,21
Maxene,0,30
Maxey,6,0
Maxie,79,88
Maxima,0,6
Maximilian,7,0
Maximina,0,6
Maximo,14,0
Maxine,13,3659
Maxwell,117,0
Maxyne,0,12
May,16,868
Maybel,0,9
Maybell,0,49
Maybelle,0,139
Maybeth,0,5
Maycel,0,5
Maycle,0,8
Mayda,0,5
Maydean,0,5
Maydell,0,17
Maydelle,0,5
Maydene,0,5
Maye,0,29
Mayer,7,0
Mayfield,10,0
Mayford,9,0
Maylon,6,0
Mayme,0,183
Maymie,0,27
Maynard,359,0
Maynette,0,5
Mayo,29,12
Mayola,0,36
Mayrene,0,7
Maysel,0,10
Maysie,0,9
Mayvis,0,7
Mazel,0,15
Mazell,0,10
Mazelle,0,11
Mazie,0,148
Mazzie,0,9
Mc,5,0
Mcadoo,7,0
Mccoy,13,0
Mcdaniel,6,0
Mcdonald,8,0
Mckinley,125,0
Mead,7,0
Meade,15,0
Mearl,24,16
Mearle,9,0
Meda,0,38
Medard,5,0
Medardo,8,0
Medford,35,0
Media,0,11
Medora,0,14
Medrith,0,6
Megan,0,7
Mel,12,5
Mela,0,7
Melania,0,10
Melanie,0,13
Melba,5,998
Melbert,6,0
Melbourne,28,0
Melburn,15,0
Melchora,0,5
Melda,0,30
Meldon,9,0
Melford,32,0
Melina,0,5
Melinda,0,24
Melissa,0,53
Melissie,0,6
Melita,0,10
Meliton,5,0
Mell,0,8
Mella,0,11
Mellie,0,34
Mellon,5,0
Melody,0,7
Melquiades,13,0
Melrose,0,18
Melroy,5,0
Melton,77,0
Melva,0,288
Melvan,5,0
Melven,16,0
Melvena,0,10
Melvenia,0,6
Melvern,8,0
Melvia,0,15
Melvie,0,11
Melville,66,0
Melvin,4168,53
Melvina,0,116
Melvine,0,9
Melvon,5,0
Melvyn,41,0
Melzina,0,5
Memory,0,6
Mendel,13,0
Mennie,0,17
Menno,17,0
Merced,11,12
Mercedes,10,319
Mercer,17,0
Mercia,0,7
Mercides,0,5
Mercy,0,45
Merdis,0,16
Merdith,0,7
Meredith,76,82
Merel,7,0
Merelyn,0,6
Meri,0,7
Merial,0,9
Meriam,0,32
Merian,0,7
Meribeth,0,5
Merida,0,5
Merie,0,8
Meriel,0,7
Meril,8,5
Merilyn,0,32
Merion,8,7
Merita,0,9
Merl,66,13
Merla,0,9
Merland,11,0
Merle,782,383
Merlen,7,0
Merlene,0,37
Merlie,0,10
Merlin,337,10
Merline,0,37
Merlon,6,0
Merlyn,73,25
Merna,0,55
Merrel,9,0
Merrell,14,0
Merriam,0,12
Merrie,0,9
Merril,31,0
Merrilee,0,13
Merrill,266,13
Merrilyn,0,12
Merritt,121,0
Merry,0,48
Mertha,0,5
Mertice,0,19
Mertie,0,23
Mertin,5,0
Mertis,5,12
Merton,132,0
Mervil,8,0
Merville,7,0
Mervin,211,0
Mervyn,28,0
Merwin,52,0
Merwyn,18,0
Meryl,13,36
Meryle,0,18
Mescal,0,22
Meta,0,76
Metha,0,7
Metro,17,0
Metta,0,25
Mettie,0,18
Meyer,106,0
Micaela,0,46
Michael,3874,36
Michaelina,0,6
Michal,5,0
Micheal,179,5
Michel,24,0
Michele,19,12
Michelena,0,6
Michelina,0,45
Michelle,0,11
Michi,0,5
Michie,0,14
Michiko,0,38
Michio,6,0
Mick,6,0
Mickel,6,0
Mickey,67,98
Mickie,0,18
Mida,0,5
Midge,0,7
Midori,0,19
Mieko,0,14
Mignon,0,33
Mignonne,0,8
Miguel,191,0
Mike,963,10
Mikio,7,0
Mila,0,14
Milan,82,0
Milas,12,0
Milbern,8,0
Milbert,23,0
Milbra,0,5
Milburn,53,0
Milda,0,19
Mildred,44,15853
Milena,0,6
Miles,233,0
Milford,233,0
Milfred,17,0
Millard,406,0
Milledge,7,0
Miller,82,5
Millicent,0,211
Millie,7,388
Mills,12,0
Milly,0,23
Milo,163,6
Milos,6,0
Milton,2474,19
Mima,0,18
Mimi,0,29
Mimie,0,7
Mina,0,119
Miner,11,0
Minerva,0,183
Minetta,0,6
Minette,0,7
Minie,0,8
Minna,0,29
Minnette,0,10
Minnie,16,2885
Minola,0,5
Minor,33,6
Minoru,36,0
Minos,5,0
Minta,0,21
Minter,5,0
Mintie,0,7
Mira,0,12
Miranda,0,7
Miriam,0,1834
Mirian,0,17
Miron,6,0
Mirriam,0,10
Mirtie,0,16
Misako,0,6
Misao,0,29
Missie,0,7
Missouri,0,34
Mitchel,47,0
Mitchell,366,0
Mitsue,0,19
Mitsugi,7,0
Mitsuko,0,25
Mitsuo,38,0
Mitsuru,22,0
Mitsuye,0,13
Mittie,0,108
Mitzi,0,40
Mitzie,0,11
Miyako,0,5
Miyeko,0,17
Miyo,0,12
Miyoko,0,39
Miyuki,0,14
Mizell,6,0
Modean,0,9
Modell,9,12
Modena,0,21
Modene,0,10
Modest,0,5
Modesta,0,26
Modestine,0,9
Modesto,22,0
Modie,0,5
Modine,0,7
Moe,14,0
Moir,8,0
Moira,0,5
Moise,9,0
Moises,35,0
Molene,0,8
Moline,0,6
Molley,0,5
Mollie,5,431
Molly,0,290
Mollye,0,6
Mon,5,0
Mona,0,329
Monetta,0,6
Monette,0,9
Monia,0,6
Monica,0,223
Monico,10,0
Monie,0,9
Monna,0,20
Monnie,9,33
Monroe,293,0
Mont,16,0
Monta,0,12
Montague,7,0
Montana,0,11
Monte,53,6
Monteen,0,14
Montez,0,27
Montford,7,0
Montgomery,14,0
Montie,25,11
Montine,0,14
Monty,15,0
Moody,17,0
Mora,0,6
Mordecai,7,0
Morell,6,0
Morene,0,16
Morey,8,0
Morgan,155,0
Morine,0,21
Morio,8,0
Moris,6,0
Morley,19,0
Morna,0,19
Morrell,16,0
Morrie,6,0
Morrill,6,0
Morris,1499,16
Morrison,17,0
Morse,10,0
Mort,9,0
Mortimer,62,0
Morton,472,0
Morty,5,0
Mose,114,0
Moselle,0,10
Moses,358,0
Mosetta,0,5
Mosie,5,5
Moss,11,0
Mossie,0,27
Mott,5,0
Moy,0,5
Mozel,0,13
Mozell,13,100
Mozella,0,46
Mozelle,0,197
Mozter,0,6
Muggie,0,6
Murdock,7,0
Murel,16,10
Murial,0,5
Muriel,24,2237
Murielle,0,11
Muril,0,5
Murl,65,19
Murle,15,11
Murlene,0,5
Murlin,9,0
Murline,0,11
Murna,0,5
Murphy,65,0
Murray,590,12
Murrel,26,8
Murrell,25,7
Murriel,6,18
Murry,81,0
Murtis,0,5
Murvin,6,0
Musetta,0,8
Mutt,6,0
Myer,18,0
Myers,12,0
Myla,0,7
Myldred,0,5
Myles,93,0
Mylie,0,5
Myna,0,9
Myra,0,492
Myraline,0,6
Myrdell,0,5
Myrel,0,10
Myreta,0,5
Myriam,0,8
Myrl,43,67
Myrle,21,72
Myrna,0,129
Myron,608,0
Myrta,0,19
Myrth,0,7
Myrtha,0,6
Myrtice,0,149
Myrtie,0,77
Myrtis,0,176
Myrtle,9,3205
Naaman,7,0
Nada,0,58
Nadean,0,27
Nadeane,0,6
Nadeen,0,11
Nadene,0,37
Nadia,0,13
Nadie,0,5
Nadine,0,744
Nadyne,0,15
Naida,0,40
Naman,6,0
Namon,23,0
Nan,0,118
Nana,0,26
Nancey,0,5
Nancie,0,19
Nancy,14,3989
Nancye,0,19
Nanette,0,32
Nanie,0,11
Nanna,0,8
Nannette,0,24
Nannie,0,561
Nanny,0,5
Naoma,0,98
Naomi,14,1981
Naomia,0,31
Naomie,0,9
Napolean,6,0
Napoleon,116,0
Narcisa,0,11
Narciso,26,0
Narcissa,0,8
Narcissus,0,11
Narvel,8,0
Nasario,10,0
Nash,9,0
Nat,38,0
Natale,29,0
Natalee,0,9
Natalia,0,43
Natalie,0,713
Natalina,0,6
Nataline,0,9
Natalio,6,0
Nate,6,0
Natella,0,5
Nath,7,0
Natha,0,9
Nathalee,0,21
Nathalie,0,83
Nathan,680,0
Nathanal,5,0
Nathanel,11,0
Nathanial,13,0
Nathaniel,800,8
Nathen,6,0
Nathon,9,0
Natividad,26,35
Natsue,0,6
Natsuko,0,9
Nazaria,0,5
Neal,405,6
Neale,11,0
Nealie,0,17
Necia,0,5
Ned,291,0
Neda,0,13
Neddie,0,8
Nedia,0,5
Nedra,0,65
Needham,13,0
Neel,5,0
Neely,10,0
Nehemiah,22,0
Neil,541,6
Neila,0,5
Neilan,5,0
Neill,15,0
Neita,0,7
Nela,0,5
Nelda,0,312
Nelia,0,17
Nell,5,635
Nella,0,70
Nelle,0,99
Nellene,0,7
Nellie,19,3075
Nello,32,0
Nelly,0,19
Nelma,0,42
Nels,37,0
Nelse,6,0
Nelsie,0,7
Nelson,753,9
Nelta,0,13
Nelva,0,26
Nelvie,0,5
Nelwyn,0,14
Nema,0,9
Nemecio,7,0
Nemiah,5,0
Nena,0,30
Neno,6,0
Neola,0,39
Neoma,0,110
Neomi,0,24
Neomia,0,20
Neona,0,5
Nepoleon,5,0
Nera,0,5
Nero,7,0
Nervie,0,5
Nesbit,7,0
Nessie,0,5
Nester,9,0
Nestor,26,0
Nestora,0,6
Neta,0,58
Netha,0,5
Netta,0,15
Nettie,0,942
Netty,0,7
Nettye,0,5
Neuman,6,0
Neva,0,458
Nevada,0,43
Nevelyn,0,10
Neville,16,0
Nevin,44,0
Newel,11,0
Newell,67,6
Newman,46,0
Newt,11,0
Newton,169,0
Neysa,0,10
Nezzie,0,15
Nicanor,6,0
Nicholas,1488,13
Nicholos,5,0
Nicie,0,6
Nick,747,8
Nickey,7,0
Nickie,6,13
Nicklas,5,0
Nickolas,155,0
Nicky,9,6
Nicodemus,6,0
Nicola,22,0
Nicolas,96,0
Nicolasa,0,24
Nicolena,0,6
Nicoletta,0,34
Nicolina,0,28
Nicolo,9,0
Nida,0,13
Niel,7,0
Niels,7,0
Nieves,12,17
Nila,0,73
Nilah,0,7
Nilda,0,12
Nile,30,0
Niles,24,0
Nilla,0,5
Nilo,7,0
Nils,23,0
Nim,5,0
Nima,0,5
Nimrod,6,0
Nina,5,1212
Ninfa,0,33
Nino,10,0
Nioma,0,8
Nishan,6,0
Nita,0,155
Nixon,7,0
Noah,239,0
Noal,6,0
Noami,0,13
Nobie,0,12
Noble,139,12
Noboru,30,0
Nobuko,0,33
Nobuo,17,0
Nobuyuki,8,0
Noda,0,6
Nodie,0,7
Noe,16,0
Noel,196,17
Noela,0,6
Noella,0,32
Noemi,0,11
Nola,0,320
Nolan,164,0
Noland,10,0
Nolen,36,0
Nolene,0,9
Nolia,0,8
Nolin,5,0
Nollie,0,6
Noma,0,46
Nona,0,271
Nonie,0,16
Nonnie,0,10
Nora,12,1335
Norabelle,0,9
Norah,6,27
Norbert,635,0
Norberto,18,0
Norean,0,8
Noreen,0,106
Noreene,0,5
Norena,0,7
Norene,0,74
Noretta,0,5
Norfleet,7,0
Norine,0,105
Norinne,0,10
Noris,9,0
Norita,0,7
Norma,18,6542
Normagene,0,14
Normajean,0,10
Normal,8,0
Normalea,0,5
Normalee,0,5
Norman,5045,35
Normand,154,0
Normon,15,0
Norrine,0,11
Norris,308,15
Norton,59,0
Norva,0,10
Norval,62,0
Norvan,7,0
Norvel,15,0
Norvell,18,0
Norvelle,0,6
Norville,10,0
Norvin,23,0
Norwin,5,0
Norwood,71,0
Nota,0,5
Nova,12,89
Novel,8,0
Noveline,0,7
Novella,0,148
Novia,0,8
Novice,0,6
Novie,0,9
Novis,0,8
Nuel,7,0
Numa,6,0
Nuncio,8,0
Nunzie,5,0
Nunzio,49,0
Nyla,0,24
Nyle,17,0
Nyra,0,7
Oakley,38,6
Oather,19,0
Obadiah,9,0
Obe,6,0
Obed,18,0
Obediah,7,0
Obelia,0,6
Obera,0,9
Oberia,0,5
Obert,14,0
Obie,88,7
Obra,5,0
Oby,6,0
Oc,5,0
Occie,0,5
Ocia,0,6
Ocie,55,91
Octava,0,5
Octave,11,0
Octavia,0,93
Octaviano,7,0
Octavio,20,0
Oda,7,43
Odas,7,0
Oddie,13,12
Odeal,0,13
Odean,17,21
Odel,7,0
Odelia,0,29
Odell,281,143
Odella,0,17
Odelle,5,10
Oden,9,0
Odena,0,8
Odene,0,6
Odes,23,0
Odessa,6,462
Odesser,0,10
Odessia,0,13
Odessie,0,19
Odetta,0,21
Odette,0,26
Odie,62,31
Odies,13,0
Odile,0,16
Odilia,0,14
Odin,7,0
Odis,182,5
Odom,5,0
Odus,22,0
Ofelia,0,89
Offie,5,6
Ofilia,0,10
Ogden,11,0
Oiva,6,0
Okey,25,0
Okla,0,8
Ola,16,679
Olaf,31,0
Olamae,0,9
Olan,67,0
Oland,7,0
Olander,6,0
Olar,0,7
Olav,5,0
Olavi,5,0
Olden,15,0
Ole,20,0
Olean,0,30
Oleavia,0,5
Oleda,0,15
Oleen,0,10
Oleeta,0,6
Olegario,5,0
Olema,0,6
Olen,169,7
Olena,0,10
Olene,0,60
Oleta,0,174
Oletha,0,30
Olethia,0,7
Oletta,0,14
Oleva,0,11
Olevia,0,41
Oley,10,0
Olga,5,1462
Olgia,0,5
Olia,0,9
Olie,10,14
Olin,147,0
Olinda,0,9
Oline,0,10
Olis,0,5
Oliva,7,23
Olive,0,1058
Olivene,0,6
Oliver,1172,11
Olivett,0,7
Olivette,0,19
Olivia,6,501
Olivier,5,0
Olla,0,15
Ollen,11,0
Ollie,292,850
Ollis,11,0
Ollive,0,5
Olof,9,0
Olon,8,0
Olvin,6,0
Olympia,0,43
Oma,8,251
Omar,86,0
Omega,0,30
Omelia,0,10
Omer,181,0
Omia,0,7
Omie,0,26
Ommie,0,8
Ona,6,157
Onalee,0,25
Onda,0,5
Oneal,45,8
Onecimo,5,0
Oneda,0,30
Onedia,0,8
Oneeda,0,7
Oneida,0,44
Oneil,38,5
Oneita,0,33
Onella,0,5
Onesimo,9,0
Oneta,0,58
Oney,5,6
Onida,0,10
Onie,6,32
Oniel,6,0
Onis,12,0
Onita,0,29
Onnie,15,24
Onnolee,0,9
Onofrio,14,0
Opal,25,2284
Opalee,0,5
Opalene,0,5
Opaline,0,6
Opel,0,15
Opha,0,12
Ophelia,5,362
Ophie,0,6
Opie,10,6
Ople,0,13
Ora,129,823
Orabelle,0,6
Oradell,0,5
Orah,0,8
Oral,77,10
Oralee,0,14
Oralia,0,34
Oran,86,0
Orange,7,0
Orazio,9,0
Orba,0,6
Orban,6,0
Orbie,15,0
Orbin,7,0
Orby,7,0
Ord,5,0
Ordell,7,0
Orean,0,8
Oreatha,0,5
Oree,5,10
Orel,21,0
Orelia,0,19
Orell,5,0
Oren,128,0
Orena,0,10
Orene,0,38
Oreste,13,0
Oresto,7,0
Oreta,0,12
Oretha,0,28
Oretta,0,5
Oria,5,7
Orian,8,0
Orie,40,9
Oriel,0,5
Orien,7,0
Orilla,0,5
Orin,96,0
Orine,0,14
Orion,30,0
Oris,46,10
Orison,5,0
Orita,0,5
Orla,10,9
Orlan,24,0
Orland,62,0
Orlander,9,0
Orlando,175,0
Orlean,0,19
Orlen,14,0
Orlena,0,13
Orlene,0,8
Orley,16,0
Orlie,10,0
Orlin,36,0
Orline,0,6
Orlo,24,0
Orlyn,9,0
Orma,0,24
Orman,25,0
Ormand,16,0
Ormond,14,0
Orna,0,5
Ornie,5,0
Oron,9,0
Orpha,0,143
Orphia,0,8
Orran,5,0
Orren,17,0
Orrie,15,9
Orrin,65,0
Orris,34,6
Orson,26,0
Ortencia,0,5
Ortha,0,12
Orton,11,0
Orva,6,22
Orval,242,0
Orvall,8,0
Orvan,6,0
Orvel,45,0
Orvell,6,0
Orven,7,0
Orvetta,0,5
Orvil,61,0
Orvill,12,0
Orvilla,0,5
Orville,1035,9
Orvin,33,0
Orvis,32,0
Orwin,6,0
Osa,0,7
Osamu,6,0
Osbon,5,0
Osborn,12,0
Osborne,30,0
Osburn,6,0
Osby,7,0
Oscar,1819,7
Osceola,0,5
Osha,0,5
Osie,21,32
Osler,5,0
Osmond,6,0
Ossie,21,69
Oswald,100,0
Oswaldo,7,0
Oswell,7,0
Ota,0,5
Otelia,0,29
Otella,0,9
Oteria,0,5
Otha,102,35
Othar,5,0
Othel,27,9
Othelia,0,12
Othell,11,5
Othella,0,20
Othello,11,5
Other,5,0
Othmar,10,0
Othniel,5,0
Otho,98,0
Otie,0,5
Oties,5,0
Otila,0,21
Otilia,0,32
Otillia,0,6
Otillie,0,5
Otis,1011,18
Otley,5,0
Ottavio,9,0
Ottie,17,21
Ottilia,0,9
Ottilie,0,12
Ottis,94,10
Otto,606,0
Ouida,0,151
Ouita,0,7
Ova,25,38
Oval,21,5
Oveda,0,10
Ovelia,0,6
Ovella,0,20
Overton,18,0
Oveta,0,6
Ovetta,0,5
Ovey,5,0
Ovia,0,7
Ovid,20,0
Ovida,0,5
Ovidio,6,0
Ovie,12,9
Ovila,8,0
Oweda,0,5
Owen,634,0
Owens,18,0
Oza,0,13
Ozel,5,0
Ozell,25,46
Ozella,0,63
Ozelle,0,17
Ozie,28,44
Ozzie,8,12
Pablo,159,0
Page,22,5
Paige,11,5
Pal,5,0
Palestine,0,7
Pallie,0,6
Palma,0,88
Palmer,126,7
Palmina,0,15
Palmira,0,20
Palmyra,0,7
Pamela,0,51
Pamelia,0,8
Pancho,5,0
Pandora,0,8
Panfilo,7,0
Pansie,0,5
Pansy,0,259
Panzy,0,6
Para,0,7
Paralee,0,23
Parie,0,5
Paris,36,9
Park,16,0
Parke,10,0
Parker,78,0
Parks,9,0
Parlee,0,17
Parley,13,0
Parnell,10,0
Parthenia,0,13
Pascal,12,0
Paschal,9,0
Pasco,20,0
Pascual,27,0
Pascuala,0,12
Pasqual,18,0
Pasquale,240,0
Pasqualina,0,20
Pasqualino,6,0
Pat,240,158
Pate,10,0
Patience,0,21
Patrecia,0,6
Patria,0,6
Patrica,0,41
Patrice,0,13
Patricia,18,6957
Patricio,24,0
Patrick,1121,8
Patrina,0,6
Patrocinia,0,5
Patsie,0,5
Patsy,299,520
Patti,0,45
Pattie,0,93
Patton,10,0
Patty,0,181
Paul,13339,78
Paula,0,418
Pauleen,0,7
Paulena,0,5
Paulene,0,31
Pauletta,0,6
Paulette,0,31
Paulina,0,40
Pauline,10,6722
Paulino,14,0
Paulita,0,8
Paulo,16,0
Paulyne,0,23
Pawnee,0,5
Paxton,7,0
Payne,7,0
Payton,16,0
Paz,5,5
Peaches,0,6
Peachie,0,10
Pearl,85,3635
Pearla,0,5
Pearle,0,63
Pearlean,0,17
Pearlee,0,10
Pearlena,0,8
Pearlene,0,35
Pearley,8,19
Pearlie,12,314
Pearlina,0,6
Pearline,0,156
Pearly,8,53
Pearson,8,0
Pebble,0,9
Pecola,0,25
Pecolia,0,10
Pedro,433,0
Peg,0,6
Pegge,0,6
Peggie,0,66
Peggy,7,2074
Pelagia,0,5
Pelham,6,0
Pellegrino,6,0
Pendleton,8,0
Penelope,0,65
Penn,6,0
Pennie,0,24
Penny,0,52
Percell,25,0
Percival,10,0
Percy,560,10
Perfecto,13,0
Perkins,8,0
Perl,9,0
Perla,0,7
Perlene,0,7
Perley,24,5
Perlie,0,17
Perline,0,7
Perman,5,0
Permelia,0,10
Pernell,7,12
Pernella,0,8
Pernetta,0,5
Pernie,0,10
Perry,602,28
Pershing,5,0
Persis,0,19
Pervis,10,0
Pete,628,5
Peter,3520,17
Petra,5,187
Petrina,0,12
Petrita,0,6
Petro,7,0
Petronella,0,11
Peyton,19,0
Phala,0,8
Phares,13,0
Pheba,0,6
Phebe,0,33
Phelix,5,0
Pheobe,0,13
Phil,154,7
Philamena,0,5
Philander,5,0
Philbert,5,0
Philemon,6,0
Philena,0,7
Philias,5,0
Philip,2921,12
Philippa,0,8
Philippe,10,0
Phill,7,0
Phillip,900,6
Phillipa,0,6
Phillips,23,0
Phillis,6,39
Philmore,15,0
Philo,9,0
Philomena,0,291
Philomene,0,13
Philomina,0,5
Philomine,0,5
Phoebe,0,197
Phylis,0,73
Phyliss,0,29
Phyllis,18,6267
Phylliss,0,8
Pia,0,6
Piedad,0,9
Pierce,75,0
Pierina,0,13
Pierre,61,0
Pierson,5,0
Pietro,27,0
Pilar,15,38
Pina,0,8
Pincus,7,0
Pink,20,0
Pinkey,0,12
Pinkie,0,80
Pinkney,14,0
Pio,9,0
Pita,0,6
Pius,14,0
Placida,0,7
Placido,20,0
Plato,6,0
Playford,5,0
Pleas,21,0
Pleasant,22,0
Pledger,6,0
Ples,12,0
Pluma,0,10
Plumer,8,0
Plummer,10,0
Plummie,0,5
Pocahontas,0,6
Pola,0,16
Pollie,0,24
Polly,8,340
Pollyanna,0,16
Polo,6,0
Ponce,6,0
Ponciano,6,0
Poppy,0,5
Porfiria,0,8
Porfirio,33,0
Porter,104,0
Portia,0,33
Posey,16,0
Powell,24,0
Prather,12,0
Pratt,6,0
Precious,0,14
Prentice,35,0
Prentis,12,0
Prentiss,27,0
Prescilla,0,6
Prescott,9,0
Presley,20,0
Press,8,0
Pressley,8,0
Preston,414,5
Price,32,0
Pricilla,0,12
Priestly,6,0
Primo,24,0
Primrose,0,7
Primus,5,0
Prince,96,9
Princella,0,12
Princess,0,23
Printess,5,0
Printice,6,0
Printis,5,0
Priscilla,0,861
Priscillia,0,6
Proctor,12,0
Prosper,9,0
Prospero,7,0
Providence,0,29
Prudence,0,63
Prudencio,8,0
Prudie,0,8
Prudy,0,6
Pryor,7,0
Purcell,9,0
Purl,6,0
Purnell,9,0
Purvis,25,0
Quay,7,0
Queen,0,249
Queenester,0,5
Queenie,0,68
Quenten,5,0
Quentin,188,0
Quention,5,0
Quenton,11,0
Quida,0,9
Quillian,5,0
Quince,8,0
Quincy,43,11
Quinn,9,0
Quinten,19,0
Quintin,25,0
Quinto,9,0
Quinton,74,0
Quitman,12,0
Qunnie,0,6
Raby,6,0
Rachael,0,96
Racheal,0,15
Rachel,0,1600
Rachell,0,11
Rachelle,0,20
Rada,0,7
Radford,22,0
Radie,0,6
Rae,22,190
Raeford,18,0
Rafael,174,0
Rafaela,0,56
Rafaelita,0,5
Rafelita,0,6
Raffaela,0,27
Raffaele,7,0
Raffie,0,6
Raiford,13,0
Rainey,8,0
Raleigh,138,0
Raliegh,7,0
Ralph,8766,44
Ralston,15,0
Rama,0,7
Ramah,0,6
Ramelle,0,6
Ramiro,50,0
Ramon,464,8
Ramona,0,429
Ramond,27,0
Ramsey,15,0
Ran,5,0
Rance,9,0
Randal,21,0
Randall,193,0
Randel,7,0
Randell,13,0
Randle,18,0
Randolph,265,0
Randy,5,5
Rankin,8,0
Ransom,45,0
Ranson,5,0
Raoul,43,0
Raphael,108,11
Raphaela,0,5
Raquel,0,46
Rastus,7,0
Raul,307,0
Rawland,6,0
Rawleigh,9,0
Rawlin,6,0
Ray,3369,122
Rayburn,35,0
Raye,6,20
Rayfield,32,0
Rayford,81,0
Rayma,0,15
Rayman,6,0
Raymon,127,0
Raymond,12872,57
Raymonde,0,5
Raymund,6,0
Raymundo,32,0
Raynard,6,0
Raynold,13,0
Raynor,5,0
Rayola,0,6
Rea,0,22
Read,6,0
Reagan,7,0
Real,11,0
Reatha,0,57
Reathel,0,13
Reather,0,24
Reaves,6,0
Reba,7,773
Rebbecca,0,10
Rebeca,0,25
Rebecca,6,1358
Rebekah,0,18
Rebie,0,7
Reble,0,8
Reby,0,6
Rector,7,0
Red,7,0
Reda,0,30
Redmon,5,0
Redmond,10,0
Reece,48,0
Reed,108,0
